ref,round,root,variant,clients,cosine_max_gap,trust_max_gap,weight_max_gap,scaled_norm_max_gap,aggregate_max_gap,aggregate_relative_gap,aggregate_cosine,zero_trust_clients,clients_the_local_rule_removes
ref_04,29,unrelated,fltrust,90,5.560156174453518e-09,5.560156174453518e-09,6.799038444055272e-08,0.33455326657340323,0.010472622916210341,0.2577916355839252,0.9811503073595461,51,51
ref_05,0,cohort_mean,fltrust_normalized,90,1.2788756162951387e-06,1.2788756162951387e-06,4.173417703784432e-08,1.3524822373156553e-09,4.068891890085524e-09,6.600176414271355e-08,0.9999999999999982,29,29
ref_05,0,cohort_mean,fltrust,90,1.2788756162951387e-06,1.2788756162951387e-06,4.173417703784432e-08,0.1818075317275104,0.001707557279655561,0.026467969206172285,0.9999757558744896,29,29
ref_05,0,small,fltrust_normalized,90,1.2821627355386056e-06,1.2821627355386056e-06,4.173417703784432e-08,3.757437416762599e-10,1.1304108760157305e-09,6.600176412231468e-08,0.9999999999999981,29,29
ref_05,0,small,fltrust,90,1.2821627355386056e-06,1.2821627355386056e-06,4.173417703784432e-08,3.757437416762599e-10,1.1304108760157305e-09,6.600176412231468e-08,0.9999999999999981,29,29
ref_05,0,large,fltrust_normalized,90,1.278147899297366e-06,1.278147899297366e-06,4.173417702743598e-08,3.1859432869651982e-09,9.584791155203831e-09,6.600176429016646e-08,0.999999999999998,29,29
ref_05,0,large,fltrust,90,1.278147899297366e-06,1.278147899297366e-06,4.173417702743598e-08,1.1274921850014519,0.09373434838176753,0.5724942499659333,0.9999515808400881,29,29
ref_05,0,unrelated,fltrust_normalized,90,7.142514291819113e-09,7.142514291819113e-09,3.923159690860656e-08,1.3524822373156553e-09,9.937384012892458e-09,1.7390509960753571e-07,0.9999999999999911,44,44
ref_05,0,unrelated,fltrust,90,7.142514291819113e-09,7.142514291819113e-09,3.923159690860656e-08,0.1818075317275103,0.0010476004861142557,0.022727332267277002,0.9999460906305021,44,44
ref_05,9,cohort_mean,fltrust_normalized,90,1.1462622380165044e-06,1.3711184887466032e-07,3.856453586158215e-09,1.082333112023548e-09,2.93197324058303e-10,4.7236433715660745e-09,1.0000000000000002,65,65
ref_05,9,cohort_mean,fltrust,90,1.1462622380165044e-06,1.3711184887466032e-07,3.856453586158215e-09,0.053345765490079744,7.2910646475805646e-06,9.192596134348538e-05,0.9999999957771103,65,65
ref_05,9,small,fltrust_normalized,90,1.148742417189652e-06,1.4121235270003751e-07,3.856453592229747e-09,2.7927060664012515e-10,7.565267336195891e-11,4.723643371360067e-09,1.0,65,65
ref_05,9,small,fltrust,90,1.148742417189652e-06,1.4121235270003751e-07,3.856453592229747e-09,2.7927060664012515e-10,7.565267336195891e-11,4.723643371360067e-09,1.0,65,65
ref_05,9,large,fltrust_normalized,90,1.1457682740356745e-06,1.3629517403579428e-07,3.856453593964471e-09,2.5330300079673407e-09,6.861821597037299e-10,4.723643397536699e-09,0.9999999999999998,65,65
